,bk_dummy
10168,1
10169,1
10170,1
10171,1
10172,1
10173,1
10174,1
10175,1
10176,1
10177,1
10178,1
10179,1
10180,1
10181,1
10182,1
10183,1
10184,1
10185,1
10186,1
10187,0
10188,1
10189,1
10190,1
10191,1
10192,1
10193,1
10194,1
10195,1
10196,1
10197,1
10198,1
10199,1
10200,1
10201,1
10202,1
10203,1
10204,1
10205,1
10206,1
10207,1
10208,1
10209,1
10210,1
10211,1
10212,1
10213,1
10214,1
10215,1
10216,1
10217,1
10218,1
10219,1
10220,0
10221,0
10222,0
10223,0
10224,0
10225,1
10226,1
10227,1
10228,1
10229,1
10230,1
10231,1
10232,1
10233,0
10234,1
10235,1
10236,0
10237,1
10238,1
10239,1
10240,1
10241,0
10242,0
10243,0
10244,0
10245,0
10246,0
10247,0
10248,0
10249,0
10250,0
10251,0
10252,0
10253,1
10254,0
10255,0
10256,1
10257,1
10258,1
10259,1
10260,0
10261,1
10262,1
10263,1
10264,0
10265,1
10266,1
10267,0
10268,1
10269,1
10270,1
10271,1
10272,1
10273,1
10274,1
10275,1
10276,1
10277,0
10278,0
10279,0
10280,1
10281,1
10282,0
10283,1
10284,1
10285,1
10286,1
10287,1
10288,1
10289,0
10290,1
10291,1
10292,1
10293,0
10294,1
10295,0
10296,0
10297,0
10298,0
10299,0
10300,0
10301,0
10302,0
10303,0
10304,0
10305,1
10306,1
10307,0
10308,1
10309,1
10310,0
10311,1
10312,1
10313,1
10314,1
10315,1
10316,1
10317,0
10318,1
10319,1
10320,1
10321,1
10322,1
10323,0
10324,0
10325,0
10326,0
10327,1
10328,1
10329,1
10330,1
10331,1
10332,1
10333,1
10334,1
10335,1
10336,1
10337,1
10338,1
10339,1
10340,1
10341,1
10342,0
10343,0
10344,0
10345,0
10346,0
10347,0
10348,1
10349,1
10350,1
10351,1
10352,1
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,0
10361,1
10362,1
10363,1
10364,1
10365,0
10366,1
10367,0
10368,0
10369,1
10370,1
10371,1
10372,0
10373,1
10374,0
10375,1
10376,1
10377,0
10378,1
10379,1
10380,0
10381,1
10382,0
10383,0
10384,1
10385,1
10386,1
10387,0
10388,0
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,0
10396,0
10397,0
10398,0
10399,0
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,0
10412,0
10413,1
10414,0
10415,0
10416,0
10417,0
10418,0
10419,0
10420,0
10421,0
10422,0
10423,0
10424,0
10425,0
10426,0
10427,0
10428,0
10429,0
10430,0
10431,0
10432,0
10433,0
10434,0
10435,0
10436,0
10437,0
10438,0
10439,0
10440,0
10441,0
10442,0
10443,0
10444,0
10445,0
10446,0
10447,0
10448,0
10449,0
10450,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0
10481,0
10482,0
10483,0
10484,0
10485,0
10486,0
10487,0
10488,0
10489,0
10490,0
10491,0
10492,0
10493,0
10494,0
10495,0
10496,0
10497,0
10498,0
10499,0
10500,0
10501,0
10502,0
10503,0
10504,0
10505,0
10506,0
10507,0
10508,0
10509,0
10510,0
10511,0
10512,1
10513,1
10514,0
10515,1
10516,1
10517,1
10518,0
10519,1
10520,0
10521,0
10522,0
10523,1
10524,1
10525,1
10526,1
10527,1
10528,1
10529,1
10530,1
10531,1
10532,1
10533,1
10534,1
10535,1
10536,1
10537,1
10538,1
10539,1
10540,1
10541,1
10542,1
10543,1
10544,1
10545,1
10546,1
10547,1
10548,1
10549,1
10550,1
10551,1
10552,1
10553,1
10554,1
10555,1
10556,1
10557,1
10558,1
10559,1
10560,1
10561,1
10562,1
10563,1
10564,1
10565,1
10566,1
10567,1
10568,1
10569,1
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,1
10577,1
10578,1
10579,1
10580,1
10581,1
10582,1
10583,1
10584,1
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,1
10592,1
10593,1
10594,1
10595,1
10596,1
10597,1
10598,1
10599,1
10600,1
10601,1
10602,1
10603,1
10604,1
10605,1
10606,1
10607,1
10608,1
10609,1
10610,1
10611,1
10612,1
10613,1
10614,1
10615,1
10616,1
10617,1
10618,1
10619,1
10620,1
10621,1
10622,1
10623,1
10624,1
10625,1
10626,1
10627,1
10628,1
10629,1
10630,1
10631,1
10632,1
10633,1
10634,1
10635,1
10636,1
10637,1
10638,1
10639,1
10640,1
10641,1
10642,1
10643,1
10644,0
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,1
10670,0
10671,0
10672,0
10673,0
10674,0
10675,0
10676,0
10677,0
10678,0
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,0
10691,0
10692,0
10693,0
10694,0
10695,0
10696,0
10697,0
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,0
10714,0
10715,0
10716,0
10717,0
10718,0
10719,0
10720,0
10721,0
10722,0
10723,0
10724,0
10725,0
10726,0
10727,0
10728,0
10729,1
10730,0
10731,0
10732,0
10733,0
10734,0
10735,1
10736,0
10737,1
10738,1
10739,0
10740,1
10741,1
10742,1
10743,1
10744,1
10745,1
10746,1
10747,1
10748,1
10749,1
10750,0
10751,1
10752,0
10753,0
10754,1
10755,1
10756,1
10757,1
10758,1
10759,1
10760,1
10761,0
10762,1
10763,1
10764,1
10765,1
10766,1
10767,0
10768,0
10769,1
10770,1
10771,1
10772,1
10773,1
10774,1
10775,1
10776,1
10777,1
10778,1
10779,1
10780,1
10781,1
10782,1
10783,1
10784,1
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,1
10793,1
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,1
10812,0
10813,1
10814,1
10815,1
10816,1
10817,1
10818,0
10819,0
10820,1
10821,0
10822,0
10823,0
10824,0
10825,0
10826,1
10827,1
10828,0
10829,1
10830,1
10831,1
10832,0
10833,0
10834,0
10835,0
10836,0
10837,1
10838,0
10839,0
10840,1
10841,0
10842,1
10843,0
10844,1
10845,1
10846,0
10847,0
10848,1
10849,0
10850,1
10851,0
10852,0
10853,0
10854,1
10855,0
10856,1
10857,1
10858,1
10859,0
10860,1
10861,1
10862,1
10863,1
10864,0
10865,1
10866,1
10867,0
10868,1
10869,1
10870,1
10871,0
10872,0
10873,1
10874,1
10875,1
10876,0
10877,1
10878,1
10879,1
10880,1
10881,1
10882,1
10883,1
10884,1
10885,1
10886,1
10887,1
10888,1
10889,1
10890,1
10891,1
10892,1
10893,1
10894,1
10895,1
10896,1
10897,0
10898,0
10899,0
10900,0
10901,0
10902,1
10903,1
10904,1
10905,1
10906,1
10907,0
10908,0
10909,0
10910,0
10911,0
10912,1
10913,0
10914,0
10915,0
10916,0
10917,0
10918,0
10919,1
10920,0
10921,0
10922,0
10923,1
10924,0
10925,1
10926,0
10927,0
10928,1
10929,1
10930,0
10931,0
10932,0
10933,0
10934,0
10935,1
10936,1
10937,1
10938,1
10939,1
10940,1
10941,1
10942,1
10943,1
10944,1
10945,0
10946,1
10947,0
10948,0
10949,0
10950,0
10951,1
10952,1
10953,0
10954,0
10955,1
10956,1
10957,1
10958,0
10959,1
10960,0
10961,1
10962,1
10963,1
10964,1
10965,1
10966,1
10967,1
10968,1
10969,1
10970,1
10971,1
10972,1
10973,1
10974,1
10975,1
10976,1
10977,1
10978,1
10979,1
10980,1
10981,1
10982,1
10983,1
10984,1
10985,0
10986,1
10987,0
10988,1
10989,0
10990,1
10991,1
10992,1
10993,0
10994,0
10995,0
10996,0
10997,1
10998,0
10999,1
11000,1
11001,0
11002,1
11003,1
11004,0
11005,0
11006,0
11007,1
11008,0
11009,0
11010,1
11011,0
11012,0
11013,1
11014,1
11015,0
11016,1
11017,1
11018,1
11019,1
11020,1
11021,0
11022,0
11023,0
11024,0
11025,1
11026,0
11027,0
11028,1
11029,1
11030,0
11031,0
11032,0
11033,0
11034,1
11035,1
11036,1
11037,1
11038,0
11039,1
11040,1
11041,0
11042,0
11043,0
11044,1
11045,0
11046,0
11047,0
11048,0
11049,0
11050,1
11051,0
11052,0
11053,0
11054,0
11055,1
11056,1
11057,1
11058,1
11059,1
11060,1
11061,1
11062,1
11063,1
11064,1
11065,0
11066,0
11067,0
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,0
11078,0
11079,1
11080,0
11081,1
11082,1
11083,0
11084,0
11085,1
11086,0
11087,0
11088,0
11089,0
11090,1
11091,1
11092,0
11093,1
11094,1
11095,1
11096,1
11097,1
11098,0
11099,0
11100,1
11101,1
11102,1
11103,1
11104,1
11105,0
11106,1
11107,1
11108,1
11109,1
11110,0
11111,1
11112,1
11113,1
11114,0
11115,0
11116,1
11117,1
11118,1
11119,0
11120,0
11121,0
11122,0
11123,0
11124,1
11125,0
11126,0
11127,0
11128,0
11129,0
11130,0
11131,0
11132,0
11133,0
11134,0
11135,0
11136,0
11137,0
11138,1
11139,1
11140,0
11141,0
11142,0
11143,0
11144,0
11145,0
11146,0
11147,1
11148,0
11149,0
11150,0
11151,0
11152,0
11153,1
11154,0
11155,1
11156,0
11157,0
11158,0
11159,0
11160,0
11161,1
11162,1
11163,1
11164,1
11165,0
11166,0
11167,0
11168,0
11169,0
11170,0
11171,0
11172,0
11173,0
11174,0
11175,1
11176,0
11177,0
11178,0
11179,0
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,0
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,1
11196,0
11197,0
11198,0
11199,0
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11215,0
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,0
11225,0
11226,1
11227,0
11228,0
11229,0
11230,0
11231,1
11232,0
11233,1
11234,0
11235,0
11236,0
11237,1
11238,0
11239,0
11240,0
11241,0
11242,0
11243,1
11244,0
11245,0
11246,0
11247,0
11248,1
11249,0
11250,0
11251,0
11252,0
11253,0
11254,0
11255,0
11256,1
11257,0
11258,0
11259,0
11260,0
11261,0
11262,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,0
11270,0
11271,0
11272,1
11273,0
11274,0
11275,0
11276,0
11277,0
11278,0
11279,0
11280,0
11281,0
11282,0
11283,0
11284,0
11285,0
11286,1
11287,1
11288,1
11289,1
11290,1
11291,1
11292,1
11293,1
11294,1
11295,1
11296,1
11297,0
11298,1
11299,0
11300,1
11301,1
11302,0
11303,1
11304,0
11305,0
11306,1
11307,0
11308,1
11309,0
11310,0
11311,0
11312,1
11313,1
11314,0
11315,0
11316,0
11317,0
11318,1
11319,0
11320,0
11321,0
11322,0
11323,0
11324,1
11325,1
11326,1
11327,1
11328,0
11329,1
11330,0
11331,1
11332,0
11333,0
11334,0
11335,0
11336,0
11337,0
11338,1
11339,1
11340,1
11341,0
11342,0
11343,0
11344,0
11345,0
11346,0
11347,1
11348,0
11349,0
11350,0
11351,0
11352,0
11353,1
11354,0
11355,0
11356,0
11357,1
11358,1
11359,1
11360,0
11361,0
11362,0
11363,0
11364,0
11365,1
11366,0
11367,1
11368,0
11369,1
11370,0
11371,1
11372,0
11373,1
11374,0
11375,0
11376,1
11377,0
11378,1
11379,0
11380,1
11381,1
11382,0
11383,1
11384,0
11385,1
11386,0
11387,0
11388,1
11389,0
11390,1
11391,0
11392,1
11393,0
11394,1
11395,0
11396,1
11397,1
11398,0
11399,0
11400,1
11401,0
11402,0
11403,0
11404,1
11405,0
11406,0
11407,1
11408,0
11409,1
11410,1
11411,0
11412,1
11413,0
11414,1
11415,1
11416,1
11417,0
11418,0
11419,0
11420,0
11421,0
11422,0
11423,0
11424,0
11425,0
11426,0
11427,0
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,1
11437,1
11438,0
11439,0
11440,1
11441,0
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,0
11449,0
11450,1
11451,1
11452,1
11453,0
11454,0
11455,1
11456,1
11457,0
11458,0
11459,1
11460,1
11461,1
11462,1
11463,1
11464,1
11465,1
11466,0
11467,1
11468,1
11469,0
11470,1
11471,1
11472,1
11473,1
11474,1
11475,1
11476,0
11477,1
11478,1
11479,1
11480,1
11481,1
11482,1
11483,0
11484,1
11485,0
11486,0
11487,0
11488,0
11489,0
11490,0
11491,0
11492,0
11493,0
11494,0
11495,0
11496,0
11497,0
11498,1
11499,0
11500,0
11501,1
11502,1
11503,0
11504,1
11505,1
11506,0
11507,0
11508,1
11509,0
11510,1
11511,1
11512,0
11513,1
11514,0
11515,0
11516,1
11517,0
11518,0
11519,0
11520,1
11521,0
11522,1
11523,0
11524,0
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,1
11533,0
11534,0
11535,1
11536,0
11537,0
11538,0
11539,0
11540,1
11541,0
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,0
11549,0
11550,0
11551,0
11552,0
11553,0
11554,0
11555,0
11556,1
11557,0
11558,0
11559,0
11560,0
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,1
11570,1
11571,1
11572,1
11573,1
11574,0
11575,0
11576,0
11577,0
11578,0
11579,0
11580,0
11581,0
11582,0
11583,0
11584,0
11585,0
11586,0
11587,1
11588,1
11589,0
11590,1
11591,0
11592,0
11593,0
11594,1
11595,0
11596,0
11597,0
11598,0
11599,0
11600,0
11601,1
11602,0
11603,1
11604,1
11605,1
11606,1
11607,1
11608,1
11609,1
11610,1
11611,1
11612,1
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,0
11627,0
11628,0
11629,0
11630,0
11631,0
11632,0
11633,0
11634,1
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,1
11642,0
11643,1
11644,1
11645,1
11646,1
11647,1
11648,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,1
11655,0
11656,0
11657,0
11658,0
11659,1
11660,0
11661,0
11662,0
11663,0
11664,0
11665,0
11666,0
11667,1
11668,0
11669,0
11670,0
11671,0
11672,0
11673,1
11674,0
11675,0
11676,0
11677,0
11678,1
11679,1
11680,0
11681,0
11682,0
11683,1
11684,0
11685,0
11686,0
11687,1
11688,1
11689,0
11690,0
11691,0
11692,1
11693,0
11694,0
11695,0
11696,1
11697,1
11698,0
11699,1
11700,1
11701,1
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,1
11710,1
11711,1
11712,1
11713,1
11714,1
11715,1
11716,1
11717,0
11718,1
11719,0
11720,0
11721,0
11722,0
11723,0
11724,0
11725,0
11726,0
11727,0
11728,1
11729,0
11730,0
11731,0
11732,0
11733,0
11734,0
11735,1
11736,0
11737,1
11738,1
11739,0
11740,0
11741,0
11742,1
11743,1
11744,1
11745,1
11746,1
11747,1
11748,1
11749,1
11750,1
11751,1
11752,1
11753,1
11754,1
11755,0
11756,0
11757,0
11758,1
11759,1
11760,1
11761,1
11762,1
11763,1
11764,1
11765,1
11766,1
11767,1
11768,0
11769,0
11770,0
11771,0
11772,0
11773,0
11774,1
11775,0
11776,1
11777,1
11778,1
11779,0
11780,1
11781,1
11782,0
11783,0
11784,1
11785,1
11786,0
11787,0
11788,0
11789,0
11790,1
11791,0
11792,1
11793,0
11794,1
11795,1
11796,1
11797,1
11798,1
11799,1
11800,1
11801,1
11802,1
11803,1
11804,1
11805,1
11806,1
11807,1
11808,1
11809,1
11810,1
11811,1
11812,1
11813,1
11814,1
11815,1
11816,1
11817,1
11818,1
11819,1
11820,1
11821,1
11822,1
11823,1
11824,1
11825,1
11826,1
11827,1
11828,1
11829,1
11830,1
11831,1
11832,1
11833,1
11834,1
11835,1
11836,1
11837,1
11838,0
11839,0
11840,1
11841,1
11842,1
11843,0
11844,0
11845,0
11846,0
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,0
11855,1
11856,0
11857,0
11858,0
11859,1
11860,1
11861,1
11862,1
11863,1
11864,1
11865,1
11866,1
11867,1
11868,1
11869,1
11870,1
11871,1
11872,1
11873,1
11874,1
11875,1
11876,1
11877,1
11878,1
11879,1
11880,1
11881,0
11882,1
11883,0
11884,1
11885,1
11886,1
11887,1
11888,1
11889,1
11890,1
11891,1
11892,1
11893,1
11894,1
11895,1
11896,1
11897,1
11898,1
11899,1
11900,1
11901,1
11902,1
11903,1
11904,1
11905,1
11906,1
11907,1
11908,1
11909,1
11910,0
11911,0
11912,0
11913,0
11914,1
11915,0
11916,1
11917,0
11918,0
11919,0
11920,0
11921,1
11922,0
11923,0
11924,1
11925,1
11926,0
11927,1
11928,1
11929,0
11930,1
11931,1
11932,0
11933,0
11934,0
11935,0
11936,1
11937,0
11938,0
11939,0
11940,0
11941,1
11942,0
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,0
11950,0
11951,0
11952,1
11953,0
11954,0
11955,0
11956,0
11957,0
11958,0
11959,0
11960,0
11961,0
11962,0
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,1
11970,0
11971,1
11972,0
11973,0
11974,0
11975,0
11976,1
11977,0
11978,0
11979,0
11980,0
11981,0
11982,0
11983,0
11984,1
11985,0
11986,0
11987,0
11988,0
11989,0
11990,0
11991,0
11992,0
11993,0
11994,0
11995,0
11996,0
11997,0
11998,1
11999,0
12000,0
12001,1
12002,1
12003,1
12004,1
12005,1
12006,1
12007,1
12008,1
12009,1
12010,1
12011,1
12012,0
12013,0
12014,0
12015,0
12016,0
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,1
12025,0
12026,0
12027,0
12028,0
12029,0
12030,0
12031,0
12032,0
12033,0
12034,0
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,0
12047,0
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,0
12055,0
12056,0
12057,0
12058,0
12059,0
12060,0
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,0
12069,0
12070,0
12071,0
12072,0
12073,0
12074,0
12075,1
12076,1
12077,1
12078,1
12079,1
12080,0
12081,0
12082,0
12083,0
12084,0
12085,0
12086,0
12087,1
12088,0
12089,1
12090,0
12091,0
12092,0
12093,1
12094,1
12095,1
12096,0
12097,0
12098,0
12099,1
12100,0
12101,0
12102,1
12103,1
12104,0
12105,0
12106,1
12107,0
12108,0
12109,0
12110,0
12111,1
12112,0
12113,0
12114,0
12115,0
12116,0
12117,0
12118,1
12119,0
12120,0
12121,0
12122,0
12123,0
12124,0
12125,0
12126,1
12127,1
12128,1
12129,1
12130,1
12131,0
12132,0
12133,1
12134,1
12135,1
12136,1
12137,1
12138,1
12139,0
12140,1
12141,1
12142,1
12143,1
12144,1
12145,0
12146,1
12147,1
12148,1
12149,1
12150,0
12151,1
12152,0
12153,0
12154,1
12155,1
12156,1
12157,0
12158,0
12159,0
12160,0
12161,0
12162,1
12163,1
12164,1
12165,0
12166,1
12167,1
12168,1
12169,1
12170,1
12171,1
12172,0
12173,0
12174,0
12175,1
12176,1
12177,0
12178,0
12179,0
12180,1
12181,0
12182,0
12183,1
12184,1
12185,0
12186,1
12187,1
12188,1
12189,1
12190,1
12191,1
12192,0
12193,1
12194,1
12195,0
12196,0
12197,1
12198,0
12199,0
12200,1
12201,0
12202,0
12203,0
12204,1
12205,0
12206,0
12207,0
12208,0
12209,0
12210,1
12211,1
12212,1
12213,1
12214,1
12215,1
12216,0
12217,0
12218,1
12219,1
12220,1
12221,1
12222,1
12223,0
12224,1
12225,1
12226,1
12227,0
12228,0
12229,1
12230,0
12231,0
12232,1
12233,1
12234,1
12235,0
12236,0
12237,0
12238,1
12239,1
12240,0
12241,1
12242,1
12243,1
12244,0
12245,1
12246,1
12247,1
12248,1
12249,1
12250,1
12251,1
12252,0
12253,1
12254,1
12255,1
12256,1
12257,1
12258,0
12259,1
12260,1
12261,1
12262,1
12263,0
12264,1
12265,0
12266,1
12267,0
12268,0
12269,1
12270,0
12271,0
12272,0
12273,1
12274,0
12275,0
12276,1
12277,0
12278,0
12279,0
12280,0
12281,0
12282,1
12283,1
12284,1
12285,1
12286,0
12287,0
12288,0
12289,1
12290,0
12291,0
12292,0
12293,0
12294,0
12295,0
12296,0
12297,0
12298,0
12299,0
12300,0
12301,0
12302,0
12303,1
12304,0
12305,0
12306,0
12307,0
12308,0
12309,0
12310,1
12311,0
12312,0
12313,0
12314,0
12315,0
12316,0
12317,0
12318,0
12319,1
12320,0
12321,0
12322,1
12323,0
12324,0
12325,0
12326,0
12327,0
12328,0
12329,0
12330,0
12331,0
12332,0
12333,0
12334,0
12335,0
12336,0
12337,0
12338,0
12339,0
12340,1
12341,1
12342,0
12343,0
12344,1
12345,0
12346,0
12347,0
12348,1
12349,0
12350,0
12351,1
12352,1
12353,0
12354,0
12355,0
12356,0
12357,0
12358,0
12359,0
12360,0
12361,0
12362,0
12363,0
12364,0
12365,0
12366,0
12367,0
12368,0
12369,0
12370,0
12371,0
12372,0
12373,0
12374,1
12375,0
12376,0
12377,0
12378,1
12379,1
12380,0
12381,0
12382,1
12383,1
12384,0
12385,1
12386,0
12387,0
12388,1
12389,0
12390,0
12391,0
12392,0
12393,0
12394,0
12395,0
12396,0
12397,0
12398,0
12399,0
12400,0
12401,1
12402,1
12403,1
12404,1
12405,1
12406,1
12407,1
12408,1
12409,1
12410,1
12411,0
12412,1
12413,1
12414,1
12415,1
12416,0
12417,1
12418,1
12419,1
12420,0
12421,1
12422,1
12423,1
12424,1
12425,1
12426,1
12427,1
12428,1
12429,0
12430,1
12431,1
12432,0
12433,0
12434,0
12435,1
12436,1
12437,1
12438,0
12439,1
12440,1
12441,1
12442,1
12443,1
12444,0
12445,1
12446,1
12447,1
12448,1
12449,1
12450,1
12451,1
12452,1
12453,1
12454,1
12455,1
12456,1
12457,1
12458,1
12459,1
12460,1
12461,1
12462,1
12463,1
12464,1
12465,1
12466,1
12467,1
12468,1
12469,1
12470,1
12471,1
12472,1
12473,1
12474,1
12475,1
12476,1
12477,1
12478,1
12479,1
12480,1
12481,1
12482,1
12483,1
12484,1
12485,1
12486,1
12487,1
12488,1
12489,1
12490,1
12491,1
12492,1
12493,1
12494,1
12495,1
12496,1
12497,1
12498,1
12499,1
12500,1
12501,1
12502,1
12503,0
12504,0
12505,1
12506,0
12507,0
12508,0
12509,0
12510,0
12511,0
12512,0
12513,0
12514,0
12515,0
12516,0
12517,0
12518,0
12519,0
12520,0
12521,0
12522,0
12523,0
12524,0
12525,0
12526,0
12527,0
12528,1
12529,0
12530,0
12531,0
12532,0
12533,0
12534,0
12535,0
12536,0
12537,0
12538,0
12539,0
12540,0
12541,0
12542,0
12543,1
12544,0
12545,0
12546,0
12547,0
12548,0
12549,0
12550,0
12551,0
12552,0
12553,0
12554,0
12555,0
12556,0
12557,1
12558,0
12559,0
12560,0
12561,0
12562,1
12563,0
12564,0
12565,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,0
12573,0
12574,1
12575,0
12576,0
12577,0
12578,0
12579,1
12580,0
12581,0
12582,0
12583,1
12584,0
12585,0
12586,0
12587,1
12588,0
12589,0
12590,0
12591,1
12592,0
12593,0
12594,0
12595,0
12596,0
12597,0
12598,0
12599,0
12600,0
12601,0
12602,0
12603,0
12604,0
12605,0
12606,0
12607,0
12608,0
12609,1
12610,1
12611,1
12612,1
12613,1
12614,1
12615,1
12616,1
12617,1
12618,0
12619,1
12620,0
12621,1
12622,1
12623,0
12624,0
12625,1
12626,0
12627,1
12628,0
12629,1
12630,1
12631,1
12632,1
12633,1
12634,1
12635,0
12636,1
12637,0
12638,1
12639,0
12640,1
12641,1
12642,1
12643,1
12644,1
12645,1
12646,1
12647,1
12648,1
12649,0
12650,1
12651,1
12652,1
12653,1
12654,1
12655,0
12656,0
12657,0
12658,1
12659,1
12660,0
12661,0
12662,0
12663,0
12664,0
12665,1
12666,1
12667,1
12668,0
12669,0
12670,1
12671,1
12672,1
12673,1
12674,0
12675,0
12676,0
12677,1
12678,1
12679,1
12680,0
12681,0
12682,0
12683,1
12684,0
12685,0
12686,0
12687,1
12688,1
12689,0
12690,0
12691,0
12692,0
12693,0
12694,0
12695,0
12696,0
12697,0
12698,1
12699,0
12700,1
12701,0
12702,0
12703,1
12704,0
12705,0
12706,0
12707,0
12708,0
12709,0
12710,0
12711,0
12712,0
12713,0
12714,1
12715,0
12716,0
12717,0
12718,1
12719,0
12720,0
12721,0
12722,0
12723,0
12724,1
12725,0
12726,0
12727,0
12728,0
12729,1
12730,0
12731,0
12732,0
12733,0
12734,1
12735,1
12736,0
12737,1
12738,0
12739,0
12740,0
12741,0
12742,0
12743,0
12744,0
12745,1
12746,0
12747,0
12748,0
12749,0
12750,0
12751,0
12752,0
12753,0
12754,0
12755,0
12756,0
12757,0
12758,0
12759,0
12760,0
12761,1
12762,1
12763,1
12764,0
12765,1
12766,0
12767,0
12768,0
12769,0
12770,0
12771,1
12772,1
12773,1
12774,0
12775,0
12776,0
12777,1
12778,0
12779,0
12780,0
12781,0
12782,0
12783,0
12784,1
12785,0
12786,0
12787,0
12788,0
12789,0
12790,1
12791,0
12792,0
12793,0
12794,1
12795,1
12796,1
12797,1
12798,1
12799,1
12800,0
12801,0
12802,0
12803,0
12804,0
12805,1
12806,0
12807,0
12808,0
12809,0
12810,0
12811,0
12812,0
12813,0
12814,1
12815,0
12816,0
12817,0
12818,0
12819,1
12820,0
12821,1
12822,0
12823,0
12824,0
12825,1
12826,0
12827,0
12828,1
12829,0
12830,1
12831,0
12832,0
12833,0
12834,0
12835,0
12836,0
12837,0
12838,0
12839,0
12840,0
12841,0
12842,1
12843,0
12844,0
12845,0
12846,0
12847,0
12848,1
12849,0
12850,1
12851,0
12852,0
12853,0
12854,0
12855,0
12856,0
12857,1
12858,0
12859,0
12860,0
12861,1
12862,1
12863,0
12864,0
12865,0
12866,0
12867,0
12868,0
12869,1
12870,1
12871,0
12872,0
12873,0
12874,0
12875,0
12876,1
12877,0
12878,0
12879,1
12880,0
12881,0
12882,0
12883,0
12884,1
12885,1
12886,0
12887,0
12888,0
12889,0
12890,0
12891,0
12892,1
12893,0
12894,0
12895,1
12896,0
12897,0
12898,0
12899,1
12900,1
12901,0
12902,0
12903,0
12904,1
12905,0
12906,0
12907,0
12908,1
12909,0
12910,0
12911,0
12912,1
12913,0
12914,0
12915,0
12916,0
12917,0
12918,0
12919,0
12920,0
12921,0
12922,1
12923,0
12924,0
12925,0
12926,0
12927,0
12928,0
12929,0
12930,1
12931,0
12932,0
12933,0
12934,1
12935,1
12936,0
12937,0
12938,0
12939,1
12940,0
12941,0
12942,0
12943,1
12944,0
12945,0
12946,1
12947,0
12948,1
12949,0
12950,0
12951,0
12952,1
12953,1
12954,0
12955,0
12956,0
12957,1
12958,1
12959,0
12960,0
12961,0
12962,1
12963,0
12964,0
12965,0
